Education,Marital_Status,Income,Kids,Days_is_client,Recency,Expenses,TotalNumPurchases,TotalAcceptedCmp,Complain,Response,Target
Graduate,Partner,42586,2,608,7,252,16,0,0,1,Family-Oriented Budget Shoppers
Undergraduate,Single,23529,1,538,67,54,5,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Partner,71107,1,497,61,1327,28,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,46910,2,98,36,68,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,37244,2,428,90,55,5,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,82427,0,109,35,1456,21,1,0,0,High-Value Frequent Shoppers
Graduate,Single,75342,1,419,38,563,18,0,0,0,High-Value Frequent Shoppers
Graduate,Single,70044,1,496,46,1504,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,77437,0,215,70,1125,23,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,54984,1,36,51,358,17,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,42403,1,200,18,42,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,55761,1,66,97,184,10,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,37292,1,437,32,460,19,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,45576,0,32,9,145,8,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,70321,0,529,6,1376,25,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,58086,1,525,80,792,23,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,81795,0,611,74,1382,23,0,0,0,High-Value Frequent Shoppers
Undergraduate,Partner,28389,0,586,49,28,4,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Single,69901,1,396,95,882,23,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,80360,0,483,56,2231,15,3,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,63342,1,621,48,1101,19,1,0,1,High-Value Frequent Shoppers
Graduate,Single,31859,1,122,3,48,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,51569,1,502,39,467,19,1,0,1,High-Value Frequent Shoppers
Undergraduate,Single,16014,2,469,42,38,10,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Partner,41120,2,235,80,81,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,39763,1,329,9,167,10,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,38725,2,50,52,45,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,77981,1,399,78,664,21,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,62905,1,292,68,622,20,0,0,0,High-Value Frequent Shoppers
Graduate,Single,13533,1,476,45,48,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,59481,1,249,47,461,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,72117,1,313,34,1073,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,21955,1,295,81,55,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,67131,1,460,72,976,26,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,36802,1,13,23,20,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,47808,1,252,30,224,10,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,25509,1,649,15,101,9,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,85431,0,386,54,1165,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,42664,1,103,44,24,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,28973,0,624,59,269,13,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,39435,1,327,16,102,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,65370,0,332,1,461,19,0,0,0,High-Value Frequent Shoppers
Undergraduate,Single,20194,1,559,64,47,7,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Single,42473,2,132,72,144,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,64590,0,623,98,1338,24,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,71232,1,213,91,917,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,34600,2,544,8,318,17,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,46904,2,603,20,253,14,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,49094,1,646,6,502,20,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,36075,1,202,54,119,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,60839,2,670,72,1250,29,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,82122,0,318,89,1382,26,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,34074,2,351,69,255,14,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,28520,2,380,55,43,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,62535,1,269,13,398,14,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,36273,1,74,80,76,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,63404,2,23,97,902,15,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,78416,1,2,99,1179,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,75702,1,623,87,1921,29,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,59385,2,427,85,185,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,44689,2,170,82,34,6,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,7144,2,204,92,416,25,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,90369,0,62,2,1588,17,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,63159,0,601,74,1797,17,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,46757,1,590,71,1143,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,79734,0,1,72,914,14,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,63207,0,525,68,1502,12,1,0,0,High-Value Frequent Shoppers
Graduate,Single,72071,1,500,4,1338,20,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,21840,1,343,80,27,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,58582,1,274,15,763,22,1,0,0,High-Value Frequent Shoppers
Graduate,Single,72282,0,345,70,1331,22,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,50387,2,302,91,525,19,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,32583,2,14,10,9,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,62568,1,83,99,953,16,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,44635,2,261,25,68,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,63967,1,324,57,882,23,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,52513,0,663,84,1149,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,25293,1,287,51,37,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,54111,1,308,97,388,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,78394,0,499,13,1428,16,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,80739,0,402,92,1633,24,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,22669,1,403,30,173,10,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,29236,1,264,30,99,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,44911,1,471,11,215,12,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,54693,1,497,72,929,31,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,48186,1,101,39,219,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,54809,2,291,0,174,12,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,41580,2,566,15,92,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,80336,0,293,12,1052,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,47743,1,464,56,275,14,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,62972,1,695,39,587,16,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,57333,1,645,55,1662,33,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,32313,1,503,60,159,11,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,84953,0,391,73,1024,18,3,0,1,High-Value Frequent Shoppers
Postgraduate,Single,27071,1,67,90,35,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,68148,0,302,86,1042,15,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,65735,2,204,37,395,19,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,86836,0,655,7,557,23,3,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,4023,2,6,29,9,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,30093,0,356,19,69,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,57705,1,169,14,486,18,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,25008,1,147,72,34,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,83257,0,649,56,1365,28,2,1,1,High-Value Frequent Shoppers
Graduate,Partner,22280,1,406,85,13,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,72159,0,608,62,1401,21,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,64260,0,534,1,1574,14,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,82733,0,292,28,1323,20,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,74290,1,321,70,1217,32,2,0,0,High-Value Frequent Shoppers
Postgraduate,Single,58217,3,589,84,103,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,21024,0,360,89,84,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,70116,0,519,73,1536,23,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,54006,1,649,42,581,18,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,69063,1,599,16,928,14,0,0,0,High-Value Frequent Shoppers
Graduate,Single,11448,0,196,16,14,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,70886,1,258,65,960,14,0,0,0,High-Value Frequent Shoppers
Graduate,Single,60208,2,630,13,656,29,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,32889,2,296,78,55,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,34738,1,49,51,20,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,30538,1,636,27,367,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,82326,0,111,30,2257,22,3,0,1,High-Value Frequent Shoppers
Postgraduate,Single,26642,1,120,71,42,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,69932,1,382,97,1049,26,0,0,0,High-Value Frequent Shoppers
Graduate,Single,44503,2,74,83,48,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,60200,1,543,3,685,25,0,0,0,High-Value Frequent Shoppers
Graduate,Single,49638,1,71,71,39,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,23830,0,142,3,43,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,33051,0,682,15,835,21,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,72905,0,159,52,1515,20,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,69702,1,495,8,1039,26,0,0,0,High-Value Frequent Shoppers
Graduate,Single,70300,1,349,89,1596,26,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,70643,0,622,66,1828,18,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,30396,1,60,22,34,6,1,0,1,Family-Oriented Budget Shoppers
Postgraduate,Single,50616,1,72,56,149,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,62772,1,406,74,946,23,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,30298,0,41,48,28,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,52413,1,603,67,450,17,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,44155,2,161,24,46,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,86979,0,234,67,1702,16,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,76532,2,293,38,820,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,42081,1,488,86,382,15,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,88420,0,58,87,2069,20,3,0,0,High-Value Frequent Shoppers
Graduate,Partner,31158,1,518,62,72,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,61671,1,26,23,732,28,2,0,0,High-Value Frequent Shoppers
Graduate,Single,69719,0,34,99,801,11,0,0,0,High-Value Frequent Shoppers
Graduate,Single,49160,1,252,29,236,12,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,90933,0,90,90,1685,15,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,113734,0,32,9,277,27,0,0,0,High-Value Frequent Shoppers
Graduate,Single,22148,0,77,16,49,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,73395,0,103,94,397,15,0,0,0,High-Value Frequent Shoppers
Graduate,Single,29819,1,248,77,39,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,45688,1,155,20,306,14,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,60491,1,296,81,1028,28,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,33235,1,144,71,70,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,35701,0,467,36,46,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,31535,1,276,95,51,5,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,92556,0,70,32,1263,21,0,0,0,High-Value Frequent Shoppers
Graduate,Single,67384,1,596,32,1490,22,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,77870,1,676,93,1815,18,2,0,1,High-Value Frequent Shoppers
Postgraduate,Single,52278,1,520,24,1198,31,0,0,0,High-Value Frequent Shoppers
Graduate,Single,57107,1,674,44,416,23,2,0,1,High-Value Frequent Shoppers
Postgraduate,Single,36038,1,394,82,47,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,34230,2,550,72,21,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,31878,1,7,7,70,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,70932,1,161,57,909,22,0,0,0,High-Value Frequent Shoppers
Graduate,Single,91249,0,617,84,1676,22,4,0,1,High-Value Frequent Shoppers
Postgraduate,Single,77598,0,271,53,1735,26,1,0,0,High-Value Frequent Shoppers
Graduate,Single,80982,2,537,48,1191,30,0,1,0,High-Value Frequent Shoppers
Postgraduate,Partner,22701,1,297,2,24,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,70617,0,371,45,1280,14,0,0,0,High-Value Frequent Shoppers
Graduate,Single,64849,0,593,42,1336,19,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,62694,2,377,29,749,24,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,61917,2,221,83,91,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,67472,1,274,93,414,15,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,21059,1,173,40,44,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,29543,2,89,47,63,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,75903,1,447,50,901,23,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,34984,2,661,40,38,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,54998,1,476,3,455,20,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,54356,1,587,62,775,24,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,34242,1,98,25,15,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,25410,1,302,48,38,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,73356,0,143,56,1512,22,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,28320,1,531,68,43,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,23763,1,691,64,42,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,72570,0,65,67,1089,23,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,34529,1,653,94,162,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,70792,0,508,82,1272,19,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,63211,0,604,3,1173,20,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,83891,1,9,24,816,22,0,0,0,High-Value Frequent Shoppers
Graduate,Single,36065,2,455,54,74,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,51141,0,356,96,157,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,56939,1,284,19,561,18,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,80872,0,48,60,1336,19,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,72335,0,685,2,2092,23,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,61798,0,218,13,463,16,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,76842,0,57,37,1130,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,29478,1,163,59,20,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,46998,1,615,55,377,18,1,0,0,Family-Oriented Budget Shoppers
Graduate,Single,96843,0,432,60,1544,28,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,70053,1,361,38,1012,26,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,71670,0,355,8,1766,15,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,44359,2,12,19,45,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,40887,2,419,32,161,10,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,48877,1,175,27,144,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,74485,0,309,58,1734,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,64474,1,250,59,823,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,77226,1,121,29,1138,28,0,0,0,High-Value Frequent Shoppers
Graduate,Single,72643,0,487,60,1429,21,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,85738,0,157,41,1371,21,2,0,0,High-Value Frequent Shoppers
Graduate,Single,55686,1,500,27,982,16,1,0,0,High-Value Frequent Shoppers
Graduate,Single,39062,1,96,28,44,5,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,40794,1,448,18,434,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,4428,1,267,0,359,25,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,32632,0,696,32,576,18,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,38236,2,282,2,88,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,36781,1,80,16,63,6,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Single,31385,1,571,56,27,4,1,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,24570,1,487,97,193,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,94642,0,137,35,2211,21,2,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,58646,1,384,3,140,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,53201,2,502,49,415,22,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,57113,2,508,45,263,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,51373,0,372,37,393,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,23477,1,251,39,147,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,58116,1,77,38,443,16,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,72968,0,195,8,1958,19,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,39791,1,458,89,174,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,91712,0,255,47,2217,27,1,0,1,High-Value Frequent Shoppers
Graduate,Single,94472,1,87,75,1691,16,2,0,0,High-Value Frequent Shoppers
Graduate,Partner,13672,2,438,86,25,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,96547,0,37,4,809,21,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,79205,0,669,73,895,16,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,56559,1,551,46,484,18,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,32644,1,529,38,413,18,1,0,0,Family-Oriented Budget Shoppers
Graduate,Single,67506,1,178,73,331,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,24206,1,478,66,25,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,28420,1,187,36,13,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,22979,1,661,29,115,10,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,33279,0,17,29,16,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,30368,1,234,97,52,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,63684,1,580,61,1464,23,0,0,0,High-Value Frequent Shoppers
Graduate,Single,41638,1,501,68,441,17,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,68805,1,285,73,283,12,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,65814,1,119,90,747,23,0,0,0,High-Value Frequent Shoppers
Graduate,Single,71964,0,405,81,1870,17,0,0,0,High-Value Frequent Shoppers
Graduate,Single,39146,1,500,1,165,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,96876,0,327,79,1941,24,3,0,1,High-Value Frequent Shoppers
Undergraduate,Partner,34445,0,518,92,839,27,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Single,68281,0,691,31,1655,25,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,36790,0,485,14,66,6,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,27943,2,440,89,37,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,22263,2,91,31,21,6,0,1,0,Family-Oriented Budget Shoppers
Graduate,Partner,30261,3,642,75,22,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,28587,1,137,42,78,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,43815,1,450,53,79,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,48195,2,159,53,265,17,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,77027,1,144,23,1175,19,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,71322,1,498,57,1305,28,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,32765,1,126,49,46,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,23272,0,255,29,46,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,49912,1,660,5,874,26,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,7500,1,697,98,100,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,68117,1,476,80,930,25,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,67225,1,215,4,868,23,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,17649,1,229,70,45,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,55914,1,426,32,1260,29,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,40059,1,274,82,414,12,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,60905,1,206,27,392,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,75330,2,633,94,1109,29,0,0,0,High-Value Frequent Shoppers
Graduate,Single,60689,1,393,23,639,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,38680,1,458,97,79,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,61416,0,506,25,1665,24,1,0,0,High-Value Frequent Shoppers
Graduate,Single,49767,0,423,92,692,18,0,0,0,High-Value Frequent Shoppers
Graduate,Single,83273,3,642,98,1392,29,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,29009,1,212,19,44,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,45057,1,210,80,50,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,37150,1,656,80,467,21,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,43020,1,211,79,223,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,53154,1,20,50,158,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,65308,0,291,60,1211,28,2,0,0,High-Value Frequent Shoppers
Graduate,Single,76467,1,681,44,1575,14,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,81044,0,184,0,1208,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,32871,2,477,28,43,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,55801,2,280,35,527,21,1,0,0,Family-Oriented Budget Shoppers
Graduate,Single,76320,1,7,49,932,15,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,36927,2,27,46,71,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,48794,2,3,97,54,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,23478,0,467,51,129,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,71128,1,631,80,1615,27,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,59462,1,540,29,1088,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,42554,2,533,93,41,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,67046,1,539,92,993,15,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,42192,0,296,40,100,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,77610,1,608,70,1680,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,31761,1,85,96,98,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,34350,1,253,81,48,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,54591,1,328,63,519,19,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,71866,1,186,85,715,20,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,69520,0,357,95,1455,21,0,0,0,High-Value Frequent Shoppers
Graduate,Single,64713,1,142,11,602,19,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,27889,1,359,42,26,5,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Single,22123,0,94,77,102,7,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Partner,27803,1,672,40,176,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,51651,1,599,32,433,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,87000,0,561,61,961,18,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,79823,1,90,6,1518,23,1,0,0,High-Value Frequent Shoppers
Graduate,Single,30828,1,268,16,56,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,34109,1,235,39,22,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,53367,2,302,2,400,21,0,0,1,Family-Oriented Budget Shoppers
Undergraduate,Partner,22390,0,251,49,26,4,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Partner,71322,1,58,31,350,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,79244,0,557,58,1216,22,2,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,48699,2,404,90,40,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,80144,0,272,47,1367,19,0,0,0,High-Value Frequent Shoppers
Graduate,Single,54252,2,397,25,264,15,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,81929,1,638,60,2053,20,2,0,1,High-Value Frequent Shoppers
Graduate,Partner,76068,1,577,67,1376,10,2,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,53204,2,101,40,45,5,0,0,0,Family-Oriented Budget Shoppers
